STT,Phân loại,Loại Hàng,Độ mạ,Độ dày,Độ Mác thép,Mã màu,Khối lượng,Met A,Met B,Met C,Tỷ trọng thực tế,Tên màu,Khổ (mm),Ngày bán,Thành Tiền,Khu Vực (Quận/Huyện),Tỉnh / Thành Phố_x,Năm,Tháng,Ngày,Thứ,Cuối tuần,Tuần trong tháng,Quý,Mùa,Doanh thu trên mỗi kg sản phẩm,Doanh thu trên mỗi mm khổ,Mức_độ_dày,Phân loại độ dày vật lý,Dòng sản phẩm,Nhóm độ dày SKU,Cấp chất lượng vật liệu,Mã màu chuẩn hóa,Khổ sản phẩm (mm),Mã_sản_phẩm,Doanh thu trung bình mỗi lần bán,Số ngày giữa 2 đơn liên tiếp,Tổng số giao dịch của sản phẩm,Tổng doanh thu sản phẩm,Doanh thu trung bình mỗi lần bán,Số ngày giữa 2 đơn liên tiếp,Tổng doanh thu sản phẩm,Mã khách hàng,Loại khách,Tỉnh / Thành Phố_y,Tên_khách_hàng,Phân khúc sản phẩm,Mức rủi ro giao dịch,Độ phức tạp bảo hành,Mức độ khiếu nại,Cờ giao hàng trễ,Cờ khiếu nại lặp lại,Cờ giao dịch bất thường,% đóng góp doanh thu,Tỷ lệ chi phí ước tính,Biên lợi nhuận ước tính,Điểm hài lòng KH (proxy)
235,1,GL,AZ080,0.3,G550,,4430,1998,0,2,2.215,,1200,9/30/2025,98273791,Huyện Long Hồ,Vĩnh Long,2025,9,30,Tuesday,FALSE,5,2025Q3,Mùa mưa,22183.7,81894.82583,Mỏng,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,2428245666,0,133,11121469464,83620071.15,22.16666667,7589710139,CUST_0063,Wholesale,Bà Rịa - Vũng Tàu,Công ty TNHH VLXD Thịnh Vượng - Bà Rịa - Vũng Tàu,Standard,Medium,Medium,Low,0,0,0,0.1157750378,0.6312473085,0.3687526915,85
236,1,GL,AZ080,0.3,G550,,4960,2226,0,2,2.226211849,,1200,9/30/2025,110031152,Huyện Long Hồ,Vĩnh Long,2025,9,30,Tuesday,FALSE,5,2025Q3,Mùa mưa,22183.7,91692.62667,Mỏng,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,2428245666,0,133,11121469464,83620071.15,22.16666667,7589710139,CUST_0019,Retail,Bình Dương,Đại lý VLXD An Phát - Bình Dương,Economy,Low,Low,Low,0,0,0,0.1296262275,0.8487299164,0.1512700836,85
237,1,GL,AZ080,0.3,G550,,4520,2034,0,2,2.220039293,,1200,9/30/2025,100270324,Huyện Long Hồ,Vĩnh Long,2025,9,30,Tuesday,FALSE,5,2025Q3,Mùa mưa,22183.7,83558.60333,Mỏng,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,2428245666,0,133,11121469464,83620071.15,22.16666667,7589710139,CUST_0092,Wholesale,Long An,Công ty TNHH VLXD An Phát - Long An,Standard,Medium,Medium,Low,0,0,0,0.1181271266,0.6312473085,0.3687526915,85
238,1,GL,AZ080,0.3,G550,,4450,2002,0,2,2.220558882,,1200,9/30/2025,98717465,Huyện Long Hồ,Vĩnh Long,2025,9,30,Tuesday,FALSE,5,2025Q3,Mùa mưa,22183.7,82264.55417,Mỏng,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,2428245666,0,133,11121469464,83620071.15,22.16666667,7589710139,CUST_0058,Retail,Bình Thuận,Đại lý VLXD Hưng Thịnh - Bình Thuận,Economy,Medium,Low,Medium,0,0,0,0.1162977242,0.8487299164,0.1512700836,85
239,1,GL,AZ080,0.3,G550,,4470,2010,0,2,2.22166998,,1200,9/30/2025,99161139,Huyện Long Hồ,Vĩnh Long,2025,9,30,Tuesday,FALSE,5,2025Q3,Mùa mưa,22183.7,82634.2825,Mỏng,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,2428245666,0,133,11121469464,83620071.15,22.16666667,7589710139,CUST_0055,Retail,Vĩnh Long,Đại lý VLXD Bình Minh - Vĩnh Long,Economy,Medium,Low,Medium,1,0,0,0.1168204106,0.8487299164,0.1512700836,75
240,1,GL,AZ080,0.3,G550,,3970,1786,0,2,2.220357942,,1200,9/30/2025,88064922,Huyện Long Hồ,Vĩnh Long,2025,9,30,Tuesday,FALSE,5,2025Q3,Mùa mưa,22182.6,73387.435,Mỏng,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,2428245666,0,133,11121469464,83620071.15,22.16666667,7589710139,CUST_0090,Retail,Bình Dương,Đại lý VLXD An Phát - Bình Dương,Economy,Low,Low,Low,0,0,0,0.1037481059,0.8487299164,0.1512700836,85
241,1,GL,AZ080,0.3,G550,,3980,1786,0,2,2.225950783,,1200,9/30/2025,88286748,Huyện Long Hồ,Vĩnh Long,2025,9,30,Tuesday,FALSE,5,2025Q3,Mùa mưa,22182.6,73572.29,Mỏng,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,2428245666,0,133,11121469464,83620071.15,22.16666667,7589710139,CUST_0101,Retail,Vĩnh Long,Đại lý VLXD Minh Phát - Vĩnh Long,Standard,Medium,Medium,Medium,0,0,0,0.1040094362,0.6312473085,0.3687526915,85
242,1,GL,AZ080,0.3,G550,,3980,1782,0,2,2.230941704,,1200,9/30/2025,88286748,Huyện Long Hồ,Vĩnh Long,2025,9,30,Tuesday,FALSE,5,2025Q3,Mùa mưa,22182.6,73572.29,Mỏng,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,2428245666,0,133,11121469464,83620071.15,22.16666667,7589710139,CUST_0090,Retail,Bình Dương,Đại lý VLXD An Phát - Bình Dương,Standard,Low,Medium,Low,0,0,0,0.1040094362,0.6312473085,0.3687526915,85
245,1,GL,AZ080,0.35,G550,,4440,1690,0,2,2.624113475,,1200,9/30/2025,91550580,Quận Tân Phú,TP. Hồ Chí Minh,2025,9,30,Tuesday,FALSE,5,2025Q3,Mùa mưa,20619.5,76292.15,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,2428245666,0,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0117,Wholesale,Bình Thuận,Công ty TNHH VLXD Minh Phát - Bình Thuận,Premium,High,High,High,0,0,0,0.1078545129,0.5533159006,0.4466840994,75
246,1,GL,AZ080,0.35,G550,,4490,1706,0,2,2.628805621,,1200,9/30/2025,92581555,Quận Tân Phú,TP. Hồ Chí Minh,2025,9,30,Tuesday,FALSE,5,2025Q3,Mùa mưa,20619.5,77151.29583,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,2428245666,0,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0062,Retail,Bình Thuận,Đại lý VLXD Đại Phát - Bình Thuận,Standard,Low,Medium,Low,0,0,0,0.1090690908,0.6312473085,0.3687526915,85
276,2,GL,AZ080,0.35,G550,,2630,990,0,2,2.651209677,,1200,10/2/2025,52218650,TX. Phú Mỹ,Bà Rịa - Vũng Tàu,2025,10,2,Thursday,FALSE,1,2025Q4,Mùa mưa,19855,43515.54167,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,336078402,2,133,11121469464,83620071.15,22.16666667,4092565301,CUST_0023,Retail,Phú Yên,Đại lý VLXD Tân Thành - Phú Yên,Economy,Medium,Low,Low,0,0,0,0.06151809265,0.8487299164,0.1512700836,85
287,1,GL,AZ080,0.35,G550,,4120,1606,0,2,2.562189055,,1200,10/4/2025,81870580,TP. Tân Uyên,Bình Dương,2025,10,4,Saturday,TRUE,1,2025Q4,Mùa mưa,19871.5,68225.48333,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,336078402,2,133,11121469464,83620071.15,22.16666667,10689658678,CUST_0009,Wholesale,Long An,Công ty TNHH VLXD Nam Việt - Long An,Premium,High,High,Medium,0,0,0,0.09645063451,0.5533159006,0.4466840994,90
295,1A,GL,AZ100,0.35,G550,,4695,1650,0,2,2.842009685,,1200,10/6/2025,95780817,Quận Bình Tân,TP. Hồ Chí Minh,2025,10,6,Monday,FALSE,1,2025Q4,Mùa mưa,20400.6,79817.3475,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,336078402,2,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0012,Partner,Đồng Nai,Xưởng VLXD Minh Phát - Đồng Nai,Standard,Medium,Medium,Medium,0,0,0,0.1128380985,0.6312473085,0.3687526915,85
300,1A,GL,AZ100,0.35,G550,,4890,1722,0,2,2.836426914,,1200,10/6/2025,106208355,TP. Thủ Đức,TP. Hồ Chí Minh,2025,10,6,Monday,FALSE,1,2025Q4,Mùa mưa,21719.5,88506.9625,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,336078402,0,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0117,Wholesale,Bình Thuận,Công ty TNHH VLXD Minh Phát - Bình Thuận,Standard,Medium,Medium,Low,0,0,0,0.1251226415,0.6312473085,0.3687526915,85
311,1,GL,AZ080,0.35,G550,,4160,1610,0,2,2.580645161,,1200,10/9/2025,86710624,TP. Tân Uyên,Bình Dương,2025,10,9,Thursday,FALSE,2,2025Q4,Mùa mưa,20843.9,72258.85333,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,166505614,3,133,11121469464,83620071.15,22.16666667,10689658678,CUST_0001,Retail,Gia Lai,Đại lý VLXD Phú Cường - Gia Lai,Economy,Low,Low,Low,1,0,0,0.1021526256,0.8487299164,0.1512700836,75
318,1,GL,AZ080,0.35,G550,,4020,1562,0,2,2.570332481,,1200,10/10/2025,79794990,Quận Tân Phú,TP. Hồ Chí Minh,2025,10,10,Friday,FALSE,2,2025Q4,Mùa mưa,19849.5,66495.825,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,166505614,1,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0058,Retail,Bình Thuận,Đại lý VLXD Hưng Thịnh - Bình Thuận,Economy,Low,Low,Low,0,0,0,0.09400540971,0.8487299164,0.1512700836,85
326,2,GL,AZ080,0.3,G550,,4010,1822,0,2,2.198464912,,1200,10/15/2025,84911750,TX. Phú Mỹ,Bà Rịa - Vũng Tàu,2025,10,15,Wednesday,FALSE,3,2025Q4,Mùa mưa,21175,70759.79167,Mỏng,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,350248140,5,133,11121469464,83620071.15,22.16666667,4092565301,CUST_0001,Retail,Gia Lai,Đại lý VLXD Phú Cường - Gia Lai,Economy,Low,Low,Low,0,0,0,0.1000333962,0.8487299164,0.1512700836,85
342,1,GL,AZ080,0.35,G550,,4130,1610,0,2,2.562034739,,1200,10/16/2025,87430035,Quận Tân Phú,TP. Hồ Chí Minh,2025,10,16,Thursday,FALSE,3,2025Q4,Mùa mưa,21169.5,72858.3625,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,350248140,1,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0111,Retail,Đồng Nai,Đại lý VLXD Thịnh Vượng - Đồng Nai,Economy,Low,Low,Low,0,0,0,0.103000154,0.8487299164,0.1512700836,85
347,2,GL,AZ080,0.35,G550,,4760,1806,0,2,2.632743363,,1200,10/17/2025,95557000,Quận Tân Phú,TP. Hồ Chí Minh,2025,10,17,Friday,FALSE,3,2025Q4,Mùa mưa,20075,79630.83333,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,350248140,1,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0034,Partner,Đồng Nai,Xưởng VLXD Phúc Lộc - Đồng Nai,Premium,High,High,High,0,0,0,0.1125744227,0.5533159006,0.4466840994,75
393,1,GL,AZ080,0.35,G550,,3890,1510,0,2,2.572751323,,1200,10/20/2025,82349355,TP. Quy Nhơn,Bình Định,2025,10,20,Monday,FALSE,3,2025Q4,Mùa mưa,21169.5,68624.4625,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,350248140,3,133,11121469464,83620071.15,22.16666667,6068560773,CUST_0096,Retail,Gia Lai,Đại lý VLXD Phúc Lộc - Gia Lai,Economy,Low,Low,Medium,0,0,0,0.09701467293,0.8487299164,0.1512700836,85
418,1,GL,AZ080,0.35,G550,,4030,1562,0,2,2.576726343,,1200,10/24/2025,83983185,Quận Tân Phú,TP. Hồ Chí Minh,2025,10,24,Friday,FALSE,4,2025Q4,Mùa mưa,20839.5,69985.9875,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,453584164,4,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0118,Retail,Bình Dương,Đại lý VLXD Phúc Lộc - Bình Dương,Economy,Low,Low,Low,0,0,0,0.09893946618,0.8487299164,0.1512700836,85
419,1,GL,AZ080,0.35,G550,,4110,1594,0,2,2.57518797,,1200,10/24/2025,85650345,Quận Tân Phú,TP. Hồ Chí Minh,2025,10,24,Friday,FALSE,4,2025Q4,Mùa mưa,20839.5,71375.2875,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,453584164,0,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0048,Retail,Bình Dương,Đại lý VLXD Đại Phát - Bình Dương,Economy,Medium,Low,Medium,0,0,0,0.1009035251,0.8487299164,0.1512700836,85
431,1,GL,AZ080,0.35,G550,,3220,1214,0,2,2.648026316,,1200,10/24/2025,65027578,TP. Quy Nhơn,Bình Định,2025,10,24,Friday,FALSE,4,2025Q4,Mùa mưa,20194.9,54189.64833,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,453584164,0,133,11121469464,83620071.15,22.16666667,6068560773,CUST_0089,Partner,Bình Thuận,Xưởng VLXD Việt Thành - Bình Thuận,Standard,High,Medium,Medium,0,0,0,0.07660811928,0.6312473085,0.3687526915,85
432,1,GL,AZ080,0.35,G550,,3300,1238,0,2,2.661290323,,1200,10/24/2025,66643170,TP. Quy Nhơn,Bình Định,2025,10,24,Friday,FALSE,4,2025Q4,Mùa mưa,20194.9,55535.975,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,453584164,0,133,11121469464,83620071.15,22.16666667,6068560773,CUST_0104,Retail,Bình Dương,Đại lý VLXD Bình Minh - Bình Dương,Standard,High,Medium,High,0,1,0,0.0785114266,0.6312473085,0.3687526915,55
433,1,GL,AZ080,0.35,G550,,3120,1174,0,2,2.653061224,,1200,10/24/2025,63008088,TP. Quy Nhơn,Bình Định,2025,10,24,Friday,FALSE,4,2025Q4,Mùa mưa,20194.9,52506.74,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,453584164,0,133,11121469464,83620071.15,22.16666667,6068560773,CUST_0109,Retail,Long An,Đại lý VLXD Tân Thành - Long An,Economy,Medium,Low,Medium,0,0,0,0.07422898515,0.8487299164,0.1512700836,85
441,1,GL,AZ080,0.3,G550,,3980,1782,0,2,2.230941704,,1200,10/24/2025,89271798,Quận Bình Tân,TP. Hồ Chí Minh,2025,10,24,Friday,FALSE,4,2025Q4,Mùa mưa,22430.1,74393.165,Mỏng,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,453584164,0,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0117,Wholesale,Bình Thuận,Công ty TNHH VLXD Minh Phát - Bình Thuận,Premium,Medium,High,High,1,0,0,0.1051699104,0.5533159006,0.4466840994,65
443,1,GL,AZ080,0.3,G550,,3980,1782,0,2,2.230941704,,1200,10/30/2025,85874470,Quận Tân Phú,TP. Hồ Chí Minh,2025,10,30,Thursday,FALSE,5,2025Q4,Mùa mưa,21576.5,71562.05833,Mỏng,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,1157524126,6,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0001,Retail,Gia Lai,Đại lý VLXD Phú Cường - Gia Lai,Standard,Low,Medium,Medium,0,0,0,0.1011675637,0.6312473085,0.3687526915,85
444,1,GL,AZ080,0.3,G550,,3580,1602,0,2,2.2319202,,1200,10/30/2025,77239932,Quận Tân Phú,TP. Hồ Chí Minh,2025,10,30,Thursday,FALSE,5,2025Q4,Mùa mưa,21575.4,64366.61,Mỏng,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,1157524126,0,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0016,Retail,Phú Yên,Đại lý VLXD Hoàng Gia - Phú Yên,Economy,Medium,Low,Low,0,0,0,0.09099533008,0.8487299164,0.1512700836,85
445,1,GL,AZ080,0.3,G550,,3490,1562,0,2,2.231457801,,1200,10/30/2025,75298146,Quận Tân Phú,TP. Hồ Chí Minh,2025,10,30,Thursday,FALSE,5,2025Q4,Mùa mưa,21575.4,62748.455,Mỏng,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,1157524126,0,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0061,Retail,Bình Định,Đại lý VLXD Nam Việt - Bình Định,Economy,Low,Low,Low,0,0,0,0.08870773798,0.8487299164,0.1512700836,85
446,1,GL,AZ080,0.3,G550,,3490,1562,0,2,2.231457801,,1200,10/30/2025,75298146,Quận Tân Phú,TP. Hồ Chí Minh,2025,10,30,Thursday,FALSE,5,2025Q4,Mùa mưa,21575.4,62748.455,Mỏng,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,1157524126,0,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0103,Retail,TP. Hồ Chí Minh,Đại lý VLXD Thịnh Vượng - TP. Hồ Chí Minh,Standard,Low,Medium,Medium,0,0,0,0.08870773798,0.6312473085,0.3687526915,85
447,1,GL,AZ080,0.3,G550,,3920,1774,0,2,2.207207207,,1200,10/30/2025,84579880,Quận Tân Phú,TP. Hồ Chí Minh,2025,10,30,Thursday,FALSE,5,2025Q4,Mùa mưa,21576.5,70483.23333,Mỏng,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,1157524126,0,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0064,Retail,Vĩnh Long,Đại lý VLXD An Phát - Vĩnh Long,Standard,High,Medium,High,0,0,0,0.09964242457,0.6312473085,0.3687526915,70
448,1,GL,AZ080,0.3,G550,,3650,1638,0,2,2.225609756,,1200,10/30/2025,78750210,Quận Tân Phú,TP. Hồ Chí Minh,2025,10,30,Thursday,FALSE,5,2025Q4,Mùa mưa,21575.4,65625.175,Mỏng,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,1157524126,0,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0063,Wholesale,Bà Rịa - Vũng Tàu,Công ty TNHH VLXD Thịnh Vượng - Bà Rịa - Vũng Tàu,Premium,Medium,High,Medium,0,0,0,0.09277456837,0.5533159006,0.4466840994,90
449,1,GL,AZ080,0.3,G550,,2930,1326,0,2,2.206325301,,1200,10/30/2025,63212699,Quận Tân Phú,TP. Hồ Chí Minh,2025,10,30,Thursday,FALSE,5,2025Q4,Mùa mưa,21574.3,52677.24917,Mỏng,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,1157524126,0,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0069,Retail,Bình Dương,Đại lý VLXD Tân Thành - Bình Dương,Standard,Low,Medium,Low,0,0,0,0.07447003463,0.6312473085,0.3687526915,85
450,1,GL,AZ080,0.35,G550,,3980,1542,0,2,2.577720207,,1200,10/30/2025,81492092,Quận Tân Phú,TP. Hồ Chí Minh,2025,10,30,Thursday,FALSE,5,2025Q4,Mùa mưa,20475.4,67910.07667,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,1157524126,0,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0022,Retail,Bình Thuận,Đại lý VLXD Đại Phát - Bình Thuận,Economy,Low,Low,Medium,0,0,0,0.09600474286,0.8487299164,0.1512700836,85
451,1,GL,AZ080,0.35,G550,,4120,1594,0,2,2.581453634,,1200,10/30/2025,84358648,Quận Tân Phú,TP. Hồ Chí Minh,2025,10,30,Thursday,FALSE,5,2025Q4,Mùa mưa,20475.4,70298.87333,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,1157524126,0,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0093,Wholesale,Long An,Công ty TNHH VLXD Nam Việt - Long An,Standard,Medium,Medium,Low,0,0,0,0.09938179412,0.6312473085,0.3687526915,85
452,1,GL,AZ080,0.35,G550,,4030,1562,0,2,2.576726343,,1200,10/30/2025,82515862,Quận Tân Phú,TP. Hồ Chí Minh,2025,10,30,Thursday,FALSE,5,2025Q4,Mùa mưa,20475.4,68763.21833,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,1157524126,0,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0119,Partner,Bình Thuận,Xưởng VLXD Hưng Thịnh - Bình Thuận,Standard,Medium,Medium,Low,0,0,0,0.09721083259,0.6312473085,0.3687526915,85
453,1,GL,AZ080,0.35,G550,,4120,1594,0,2,2.581453634,,1200,10/30/2025,84358648,Quận Tân Phú,TP. Hồ Chí Minh,2025,10,30,Thursday,FALSE,5,2025Q4,Mùa mưa,20475.4,70298.87333,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,1157524126,0,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0067,Retail,Bình Định,Đại lý VLXD Bình Minh - Bình Định,Standard,Low,Medium,Medium,0,0,0,0.09938179412,0.6312473085,0.3687526915,85
454,1,GL,AZ080,0.35,G550,,4110,1598,0,2,2.56875,,1200,10/30/2025,84153894,Quận Tân Phú,TP. Hồ Chí Minh,2025,10,30,Thursday,FALSE,5,2025Q4,Mùa mưa,20475.4,70128.245,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,1157524126,0,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0076,Wholesale,Vĩnh Long,Công ty TNHH VLXD Việt Thành - Vĩnh Long,Premium,High,High,High,0,0,1,0.09914057617,0.5533159006,0.4466840994,75
500,1,GL,AZ080,0.35,G550,,2190,826,0,2,2.644927536,,1200,10/30/2025,47074269,Huyện Long Hồ,Vĩnh Long,2025,10,30,Thursday,FALSE,5,2025Q4,Mùa mưa,21495.1,39228.5575,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,1157524126,0,133,11121469464,83620071.15,22.16666667,7589710139,CUST_0026,Wholesale,Long An,Công ty TNHH VLXD Phúc Lộc - Long An,Standard,Low,Medium,Low,0,0,0,0.05545756625,0.6312473085,0.3687526915,85
501,1,GL,AZ080,0.3,G550,,3230,1450,0,2,2.224517906,,1200,10/30/2025,67666885,Quận Bình Tân,TP. Hồ Chí Minh,2025,10,30,Thursday,FALSE,5,2025Q4,Mùa mưa,20949.5,56389.07083,Mỏng,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,1157524126,0,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0016,Retail,Phú Yên,Đại lý VLXD Hoàng Gia - Phú Yên,Economy,Low,Low,Low,1,0,0,0.07971745154,0.8487299164,0.1512700836,75
533,1,GL,AZ080,0.35,G550,,4110,1594,0,2,2.57518797,,1200,10/31/2025,85650345,TP. Tân Uyên,Bình Dương,2025,10,31,Friday,FALSE,5,2025Q4,Mùa mưa,20839.5,71375.2875,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,1157524126,1,133,11121469464,83620071.15,22.16666667,10689658678,CUST_0051,Partner,Bà Rịa - Vũng Tàu,Xưởng VLXD Tân Thành - Bà Rịa - Vũng Tàu,Standard,High,Medium,Medium,1,0,0,0.1009035251,0.6312473085,0.3687526915,75
556,1,GL,AZ080,0.35,G550,,3320,1258,0,2,2.634920635,,1200,11/12/2025,66627088,Quận Tân Phú,TP. Hồ Chí Minh,2025,11,12,Wednesday,FALSE,2,2025Q4,Mùa khô,20068.4,55522.57333,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,328846122,12,133,11121469464,83620071.15,22.16666667,42799130622,CUST_0101,Retail,Vĩnh Long,Đại lý VLXD Minh Phát - Vĩnh Long,Economy,Medium,Low,Low,0,0,0,0.07849248061,0.8487299164,0.1512700836,85
577,2,GL,AZ080,0.35,G550,,940,358,0,2,2.611111111,,1200,11/12/2025,17630734,TX. Phú Mỹ,Bà Rịa - Vũng Tàu,2025,11,12,Wednesday,FALSE,2,2025Q4,Mùa khô,18756.1,14692.27833,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,328846122,0,133,11121469464,83620071.15,22.16666667,4092565301,CUST_0086,Retail,Bình Thuận,Đại lý VLXD Phú Cường - Bình Thuận,Standard,High,Medium,High,0,0,0,0.02077053175,0.6312473085,0.3687526915,70
578,2,GL,AZ080,0.3,G550,,2960,1358,0,2,2.176470588,,1200,11/12/2025,58774056,TX. Phú Mỹ,Bà Rịa - Vũng Tàu,2025,11,12,Wednesday,FALSE,2,2025Q4,Mùa khô,19856.1,48978.38,Mỏng,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,328846122,0,133,11121469464,83620071.15,22.16666667,4092565301,CUST_0057,Retail,Phú Yên,Đại lý VLXD Đại Phát - Phú Yên,Economy,Medium,Low,Medium,0,0,0,0.06924092872,0.8487299164,0.1512700836,85
595,1,GL,AZ080,0.35,G550,,4210,1638,0,2,2.567073171,,1200,11/13/2025,86997966,TX. Phú Mỹ,Bà Rịa - Vũng Tàu,2025,11,13,Thursday,FALSE,2,2025Q4,Mùa khô,20664.6,72498.305,Trung bình,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,328846122,1,133,11121469464,83620071.15,22.16666667,4092565301,CUST_0029,Retail,Bình Dương,Đại lý VLXD An Phát - Bình Dương,Standard,Medium,Medium,Low,1,0,0,0.1024911393,0.6312473085,0.3687526915,75
596,1,GL,AZ080,0.3,G550,,4540,2082,0,2,2.178502879,,1200,11/13/2025,98816278,TX. Phú Mỹ,Bà Rịa - Vũng Tàu,2025,11,13,Thursday,FALSE,2,2025Q4,Mùa khô,21765.7,82346.89833,Mỏng,Cao,TONKEM,MONG,CAO,NAN,1200,TONKEM_MONG_CAO_NAN_1200,328846122,0,133,11121469464,83620071.15,22.16666667,4092565301,CUST_0078,Retail,Gia Lai,Đại lý VLXD Việt Thành - Gia Lai,Economy,Low,Low,Low,1,0,0,0.1164141345,0.8487299164,0.1512700836,75
