STT;Phân loại;Loại Hàng;Độ M;Độ D;Độ MT;Mã màu;Khối lượng;Met A;Met B;Met C;Tỷ trọng thực tế;Tên màu;Khổ (mm);Ngày bán;Thành Tiền;Khu Vực (Quận/Huyện);Tỉnh / Thành Phố;Năm;Tháng;Ngày;Thứ;Cuối_tuần;Tuần_trong_tháng;Quý;Mùa;Giá_trên_kg;Doanh_thu_trên_mm;Mức_độ_dày;Mức_độ_cứng;SKU_Dòng;SKU_Độ_dày;SKU_Màu;Mã_sản_phẩm;Doanh_thu_theo_tuan_trong_thang;Khoảng_cách_đơn_trước;Số_lần_bán_sản_phẩm;Tổng_doanh_thu_sản_phẩm;Doanh_thu_tb_mỗi_lần;Tần_suất_bán;Doanh_thu_tỉnh;Mã_khách_hàng;Loại_khách_hàng;Tên_khách_hàng;Phân_khúc_sản_phẩm;Mức_rủi_ro_giao_dịch;Độ_phức_tạp_bảo_hành;Mức_độ_khiếu_nại;Khoảng_cách_vận_chuyển_km;Cờ_giao_hàng_trễ;Cờ_khiếu_nại_lặp_lại;Cờ_giao_dịch_bất_thường;Tỷ_trọng_doanh_thu_%;Tỷ_lệ_chi_phí;Ước_tính_biên_lợi_nhuận;Điểm_hài_lòng_khách_hàng
572;1;GL;AZ080;0.4;G550;;4310;1370;0;2;3.141399417;;1200;2025-11-12;85077245;Quận Tân Phú;TP. Hồ Chí Minh;2025;11;12;Thứ 4;False;2;2025Q4;Mùa khô;19740;70898;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;1264222806.0;0;199;15628940014.0;78537387;29;42799130622;CUST_0113;Đối tác;Xưởng VLXD Thịnh - Đồng Nai;Cao cấp;Trung bình;Cao;Trung bình;479;0;1;0;0.100228364;0.645903311;0.354096689;70
579;2;GL;AZ080;0.4;G550;;810;262;0;2;3.068181818;;1200;2025-11-12;14746941;TX. Phú Mỹ;Bà Rịa - Vũng Tàu;2025;11;12;Thứ 4;False;2;2025Q4;Mùa khô;18206;12289;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;1264222806.0;0;199;15628940014.0;78537387;29;4092565301;CUST_0103;Bán lẻ;Đại lý VLXD Đạt - TP. Hồ Chí Minh;Phổ thông;Thấp;Thấp;Trung bình;10;0;1;0;0.017373174;0.742876217;0.257123783;70
581;1A;GL;AZ100;0.45;G550;;4550;1206;0;2;3.766556291;;1200;2025-11-12;87307220;Quận Tân Phú;TP. Hồ Chí Minh;2025;11;12;Thứ 4;False;2;2025Q4;Mùa khô;19188;72756;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;1264222806.0;0;199;15628940014.0;78537387;29;42799130622;CUST_0096;Bán lẻ;Đại lý VLXD Thịnh - Gia Lai;Phổ thông;Thấp;Thấp;Thấp;564;1;1;0;0.102855467;0.710666606;0.289333394;60
560;1A;GL;AZ100;0.45;G550;;4605;1222;0;2;3.762254902;;1200;2025-11-13;90895332;Quận Bình Tân;TP. Hồ Chí Minh;2025;11;13;Thứ 5;False;2;2025Q4;Mùa khô;19738;75746;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;1264222806.0;1;199;15628940014.0;78537387;29;42799130622;CUST_0024;Bán lẻ;Đại lý VLXD Minh - Bình Định;Phổ thông;Thấp;Thấp;Thấp;549;0;0;0;0.107082574;0.75184854;0.24815146;85
594;1;GL;AZ080;0.4;G550;;4250;1394;0;2;3.044412607;;1200;2025-11-13;85487050;TX. Phú Mỹ;Bà Rịa - Vũng Tàu;2025;11;13;Thứ 5;False;2;2025Q4;Mùa khô;20115;71239;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;1264222806.0;0;199;15628940014.0;78537387;29;4092565301;CUST_0023;Bán lẻ;Đại lý VLXD Nam - Phú Yên;Tiêu chuẩn;Cao;Trung bình;Cao;10;1;1;0;0.100711149;0.711494171;0.288505829;50
606;1;GL;AZ080;0.4;G550;;4070;1334;0;2;3.046407186;;1200;2025-11-15;82130565;Huyện Cẩm Mỹ;Đồng Nai;2025;11;15;Thứ 7;True;3;2025Q4;Mùa khô;20180;68442;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;343907135.0;2;199;15628940014.0;78537387;29;8377944669;CUST_0062;Bán lẻ;Đại lý VLXD Phát - Bình Thuận;Phổ thông;Trung bình;Thấp;Thấp;70;1;0;0;0.096756919;0.765716748;0.234283252;75
612;1B;GL;AZ100;0.5;G550;;4500;1042;0;2;4.310344828;;1200;2025-11-19;88654500;Quận Tân Phú;TP. Hồ Chí Minh;2025;11;19;Thứ 4;False;3;2025Q4;Mùa khô;19701;73879;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;343907135.0;4;199;15628940014.0;78537387;29;42799130622;CUST_0096;Bán lẻ;Đại lý VLXD Thịnh - Gia Lai;Phổ thông;Thấp;Thấp;Thấp;346;0;1;0;0.10444268;0.822668265;0.177331735;70
613;1A;GL;AZ100;0.5;G550;;4510;1042;0;2;4.319923372;;1200;2025-11-19;89645270;Quận Tân Phú;TP. Hồ Chí Minh;2025;11;19;Thứ 4;False;3;2025Q4;Mùa khô;19877;74704;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;343907135.0;0;199;15628940014.0;78537387;29;42799130622;CUST_0037;Bán lẻ;Đại lý VLXD An - Bình Dương;Phổ thông;Thấp;Thấp;Thấp;133;0;0;0;0.105609893;0.782398955;0.217601045;85
614;1A;GL;AZ100;0.4;G550;;4080;1204;4;4;3.366336634;;1200;2025-11-19;83476800;Quận Tân Phú;TP. Hồ Chí Minh;2025;11;19;Thứ 4;False;3;2025Q4;Mùa khô;20460;69564;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;343907135.0;0;199;15628940014.0;78537387;29;42799130622;CUST_0012;Đối tác;Xưởng VLXD Phát - Đồng Nai;Tiêu chuẩn;Thấp;Trung bình;Trung bình;599;0;0;0;0.098342901;0.739468758;0.260531242;90
617;1;GL;AZ080;0.45;G550;;4230;1162;0;2;3.634020619;;1200;2025-11-22;83028132;Huyện Tuy Phong;Bình Thuận;2025;11;22;Thứ 7;True;4;2025Q4;Mùa khô;19628;69190;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;335707592.0;3;199;15628940014.0;78537387;29;180941321;CUST_0113;Đối tác;Xưởng VLXD Thịnh - Đồng Nai;Cao cấp;Trung bình;Cao;Cao;138;0;1;0;0.097814331;0.642179516;0.357820484;55
622;1A;GL;AZ100;0.45;G550;;4440;1170;0;2;3.788395904;;1200;2025-11-22;85684896;TP. Quy Nhơn;Bình Định;2025;11;22;Thứ 7;True;4;2025Q4;Mùa khô;19298;71404;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;335707592.0;0;199;15628940014.0;78537387;29;6068560773;CUST_0055;Bán lẻ;Đại lý VLXD Minh - Vĩnh Long;Tiêu chuẩn;Cao;Trung bình;Cao;119;0;0;0;0.100944229;0.610395676;0.389604324;75
624;1;GL;AZ080;0.45;G550;;4150;1138;0;2;3.640350877;;1200;2025-11-25;83283860;Quận Tân Phú;TP. Hồ Chí Minh;2025;11;25;Thứ 3;False;4;2025Q4;Mùa khô;20068;69403;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;335707592.0;3;199;15628940014.0;78537387;29;42799130622;CUST_0013;Bán sỉ;Công ty VLXD Long - Tỉnh Khánh Hòa;Cao cấp;Trung bình;Cao;Cao;316;1;1;0;0.098115601;0.568462016;0.431537984;45
625;1;GL;AZ080;0.4;G550;;4060;1326;0;2;3.057228916;;1200;2025-11-25;83710704;Quận Tân Phú;TP. Hồ Chí Minh;2025;11;25;Thứ 3;False;4;2025Q4;Mùa khô;20618;69759;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;335707592.0;0;199;15628940014.0;78537387;29;42799130622;CUST_0023;Bán lẻ;Đại lý VLXD Nam - Phú Yên;Phổ thông;Thấp;Thấp;Thấp;465;0;0;0;0.09861846;0.791453359;0.208546641;85
631;1;GL;AZ080;0.4;G550;;3780;1230;0;2;3.068181818;;1200;2025-11-29;76985370;Huyện Long Hồ;Vĩnh Long;2025;11;29;Thứ 7;True;5;2025Q4;Mùa khô;20366;64154;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;350085791.0;4;199;15628940014.0;78537387;29;7589710139;CUST_0089;Đối tác;Xưởng VLXD Dũng - Bình Thuận;Tiêu chuẩn;Trung bình;Trung bình;Thấp;379;0;0;0;0.090695434;0.638380881;0.361619119;90
632;1;GL;AZ080;0.4;G550;;1630;530;0;2;3.063909774;;1200;2025-11-29;33183051;Huyện Long Hồ;Vĩnh Long;2025;11;29;Thứ 7;True;5;2025Q4;Mùa khô;20358;27653;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;350085791.0;0;199;15628940014.0;78537387;29;7589710139;CUST_0099;Bán lẻ;Đại lý VLXD Thịnh - Gia Lai;Tiêu chuẩn;Trung bình;Trung bình;Thấp;474;0;0;0;0.039092508;0.661061517;0.338938483;90
633;1;GL;AZ080;0.4;G550;;3880;1274;0;2;3.040752351;;1200;2025-11-29;79022020;Huyện Long Hồ;Vĩnh Long;2025;11;29;Thứ 7;True;5;2025Q4;Mùa khô;20366;65852;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;350085791.0;0;199;15628940014.0;78537387;29;7589710139;CUST_0105;Đối tác;Xưởng VLXD Tú - Bà Rịa - Vũng Tàu;Cao cấp;Cao;Cao;Cao;286;0;0;0;0.093094784;0.601652231;0.398347769;70
634;1;GL;AZ080;0.4;G550;;4000;1302;0;2;3.067484663;;1200;2025-11-29;81466000;Huyện Long Hồ;Vĩnh Long;2025;11;29;Thứ 7;True;5;2025Q4;Mùa khô;20366;67888;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;350085791.0;0;199;15628940014.0;78537387;29;7589710139;CUST_0030;Bán lẻ;Đại lý VLXD Đạt - Gia Lai;Tiêu chuẩn;Thấp;Trung bình;Thấp;415;0;0;0;0.095974004;0.634010134;0.365989866;90
635;1;GL;AZ080;0.4;G550;;3900;1274;0;2;3.056426332;;1200;2025-11-29;79429350;Huyện Long Hồ;Vĩnh Long;2025;11;29;Thứ 7;True;5;2025Q4;Mùa khô;20366;66191;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;350085791.0;0;199;15628940014.0;78537387;29;7589710139;CUST_0017;Bán lẻ;Đại lý VLXD Hùng - Long An;Tiêu chuẩn;Thấp;Trung bình;Trung bình;593;0;1;0;0.093574654;0.690297203;0.309702797;75
655;1A;GL;AZ100;0.45;G550;;4620;1222;0;2;3.774509804;;1200;2025-12-08;90164844;Quận Bình Tân;TP. Hồ Chí Minh;2025;12;8;Thứ 2;False;2;2025Q4;Mùa khô;19516;75137;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;555754309.0;9;199;15628940014.0;78537387;33;42799130622;CUST_0113;Đối tác;Xưởng VLXD Thịnh - Đồng Nai;Cao cấp;Cao;Cao;Cao;257;0;0;0;0.106221996;0.604617174;0.395382826;70
656;1;GL;AZ100;0.45;G550;;4100;1098;0;2;3.727272727;;1200;2025-12-09;86533370;TP. Thủ Đức;TP. Hồ Chí Minh;2025;12;9;Thứ 3;False;2;2025Q4;Mùa khô;21106;72111;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;555754309.0;1;199;15628940014.0;78537387;33;42799130622;CUST_0062;Bán lẻ;Đại lý VLXD Phát - Bình Thuận;Phổ thông;Thấp;Thấp;Thấp;475;0;0;0;0.101943805;0.713574447;0.286425553;85
659;1;GL;AZ100;0.5;G550;;4430;1018;0;2;4.343137255;;1200;2025-12-09;89190519;Quận Tân Phú;TP. Hồ Chí Minh;2025;12;9;Thứ 3;False;2;2025Q4;Mùa khô;20133;74325;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;555754309.0;0;199;15628940014.0;78537387;33;42799130622;CUST_0084;Bán lẻ;Đại lý VLXD Phát - Long An;Phổ thông;Thấp;Thấp;Thấp;450;0;0;0;0.105074157;0.774629397;0.225370603;85
661;1;GL;AZ080;0.4;G550;;4010;1314;0;2;3.047112462;;1200;2025-12-09;76067695;TP. Tân Uyên;Bình Dương;2025;12;9;Thứ 3;False;2;2025Q4;Mùa khô;18970;63390;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;555754309.0;0;199;15628940014.0;78537387;33;10689658678;CUST_0112;Bán lẻ;Đại lý VLXD Hùng - Đồng Nai;Tiêu chuẩn;Thấp;Trung bình;Trung bình;110;0;1;0;0.089614333;0.639462004;0.360537996;75
668;1;GL;AZ080;0.4;G550;;4630;1454;0;2;3.179945055;;1200;2025-12-09;87828785;TX. Phú Mỹ;Bà Rịa - Vũng Tàu;2025;12;9;Thứ 3;False;2;2025Q4;Mùa khô;18970;73191;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;555754309.0;0;199;15628940014.0;78537387;33;4092565301;CUST_0089;Đối tác;Xưởng VLXD Dũng - Bình Thuận;Tiêu chuẩn;Thấp;Trung bình;Trung bình;10;0;0;0;0.103469916;0.708657953;0.291342047;90
677;2;GL;AZ080;0.45;G550;;4060;1082;0;2;3.745387454;;1200;2025-12-10;72264346;TX. Phú Mỹ;Bà Rịa - Vũng Tàu;2025;12;10;Thứ 4;False;2;2025Q4;Mùa khô;17799;60220;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;555754309.0;1;199;15628940014.0;78537387;33;4092565301;CUST_0086;Bán lẻ;Đại lý VLXD Minh - Bình Thuận;Phổ thông;Thấp;Thấp;Trung bình;10;0;0;0;0.085133659;0.728433326;0.271566674;85
686;2;GL;AZ080;0.5;G550;;2950;710;0;2;4.143258427;;1200;2025-12-10;53704750;Quận Tân Phú;TP. Hồ Chí Minh;2025;12;10;Thứ 4;False;2;2025Q4;Mùa khô;18205;44754;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;555754309.0;0;199;15628940014.0;78537387;33;42799130622;CUST_0013;Bán sỉ;Công ty VLXD Long - Tỉnh Khánh Hòa;Tiêu chuẩn;Thấp;Trung bình;Thấp;141;0;0;0;0.063268847;0.733835687;0.266164313;90
717;1;GL;AZ080;0.5;G550;;4180;998;0;2;4.18;;1200;2025-12-22;79283314;Huyện Long Hồ;Vĩnh Long;2025;12;22;Thứ 2;False;4;2025Q4;Mùa khô;18967;66069;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;614278027.0;12;199;15628940014.0;78537387;33;7589710139;CUST_0059;Bán lẻ;Đại lý VLXD Hải - Phú Yên;Tiêu chuẩn;Trung bình;Trung bình;Thấp;584;0;0;0;0.093402611;0.6646412;0.3353588;90
718;1;GL;AZ080;0.5;G550;;4220;1006;0;2;4.186507937;;1200;2025-12-22;80042006;Huyện Long Hồ;Vĩnh Long;2025;12;22;Thứ 2;False;4;2025Q4;Mùa khô;18967;66702;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;614278027.0;0;199;15628940014.0;78537387;33;7589710139;CUST_0019;Bán lẻ;Đại lý VLXD Phúc - Bình Dương;Phổ thông;Thấp;Thấp;Thấp;318;0;0;0;0.094296416;0.729700455;0.270299545;85
719;1;GL;AZ080;0.5;G550;;4200;1006;0;2;4.166666667;;1200;2025-12-22;79662660;Huyện Long Hồ;Vĩnh Long;2025;12;22;Thứ 2;False;4;2025Q4;Mùa khô;18967;66386;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;614278027.0;0;199;15628940014.0;78537387;33;7589710139;CUST_0049;Bán lẻ;Đại lý VLXD Đạt - Đồng Nai;Phổ thông;Trung bình;Thấp;Thấp;274;1;0;0;0.093849514;0.765703269;0.234296731;75
720;1;GL;AZ080;0.5;G550;;4320;1034;0;2;4.16988417;;1200;2025-12-22;81938736;Huyện Long Hồ;Vĩnh Long;2025;12;22;Thứ 2;False;4;2025Q4;Mùa khô;18967;68282;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;614278027.0;0;199;15628940014.0;78537387;33;7589710139;CUST_0100;Bán lẻ;Đại lý VLXD Phát - Long An;Phổ thông;Thấp;Thấp;Thấp;301;1;0;0;0.096530928;0.761311564;0.238688436;75
721;1;GL;AZ080;0.5;G550;;4130;994;0;2;4.146586345;;1200;2025-12-22;78334949;Huyện Long Hồ;Vĩnh Long;2025;12;22;Thứ 2;False;4;2025Q4;Mùa khô;18967;65279;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;614278027.0;0;199;15628940014.0;78537387;33;7589710139;CUST_0012;Đối tác;Xưởng VLXD Phát - Đồng Nai;Cao cấp;Trung bình;Cao;Cao;140;0;1;0;0.092285355;0.564337844;0.435662156;55
722;1;GL;AZ080;0.5;G550;;4170;998;0;2;4.17;;1200;2025-12-22;79093641;Huyện Long Hồ;Vĩnh Long;2025;12;22;Thứ 2;False;4;2025Q4;Mùa khô;18967;65911;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;614278027.0;0;199;15628940014.0;78537387;33;7589710139;CUST_0061;Bán lẻ;Đại lý VLXD Dũng - Bình Định;Tiêu chuẩn;Thấp;Trung bình;Thấp;208;0;0;0;0.09317916;0.687834194;0.312165806;90
726;1;GL;AZ080;0.45;G550;;4130;1114;0;2;3.700716846;;1200;2025-12-23;80397471;H. Thống Nhất;Đồng Nai;2025;12;23;Thứ 3;False;4;2025Q4;Mùa khô;19467;66998;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;614278027.0;1;199;15628940014.0;78537387;33;8377944669;CUST_0105;Đối tác;Xưởng VLXD Tú - Bà Rịa - Vũng Tàu;Tiêu chuẩn;Trung bình;Trung bình;Thấp;70;0;0;0;0.094715185;0.678176059;0.321823941;90
730;2;GL;AZ080;0.5;G550;;3050;730;0;2;4.166666667;;1200;2025-12-24;55525250;TX. Phú Mỹ;Bà Rịa - Vũng Tàu;2025;12;24;Thứ 4;False;4;2025Q4;Mùa khô;18205;46271;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;614278027.0;1;199;15628940014.0;78537387;33;4092565301;CUST_0019;Bán lẻ;Đại lý VLXD Phúc - Bình Dương;Phổ thông;Trung bình;Thấp;Thấp;10;0;0;0;0.065413554;0.72246657;0.27753343;85
758;1;GL;AZ080;0.4;G550;;4860;1558;0;2;3.115384615;;1200;2025-12-30;92731716;TP. Tân Uyên;Bình Dương;2025;12;30;Thứ 3;False;5;2025Q4;Mùa khô;19081;77276;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;1494023146.0;6;199;15628940014.0;78537387;33;10689658678;CUST_0076;Bán sỉ;Công ty VLXD Long - Vĩnh Long;Cao cấp;Trung bình;Cao;Cao;110;1;1;0;0.109245993;0.509836861;0.490163139;45
771;1;GL;AZ080;0.45;G550;;4190;1146;0;2;3.649825784;;1200;2025-12-30;84547496;Quận Bình Tân;TP. Hồ Chí Minh;2025;12;30;Thứ 3;False;5;2025Q4;Mùa khô;20178;70456;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;1494023146.0;0;199;15628940014.0;78537387;33;42799130622;CUST_0009;Bán sỉ;Công ty VLXD Phát - Long An;Cao cấp;Cao;Cao;Trung bình;286;0;0;0;0.099604273;0.609412317;0.390587683;85
772;1;GL;AZ080;0.4;G550;;1540;494;0;2;3.10483871;;1200;2025-12-30;31398290;TX. Phú Mỹ;Bà Rịa - Vũng Tàu;2025;12;30;Thứ 3;False;5;2025Q4;Mùa khô;20389;26165;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;1494023146.0;0;199;15628940014.0;78537387;33;4092565301;CUST_0071;Bán sỉ;Công ty VLXD Khánh - Phú Yên;Cao cấp;Trung bình;Cao;Trung bình;10;0;1;0;0.036989905;0.583957615;0.416042385;70
761;1;GL;AZ080;0.4;G550;;4330;1374;0;2;3.146802326;;1200;2025-12-31;87553466;Quận Tân Phú;TP. Hồ Chí Minh;2025;12;31;Thứ 4;False;5;2025Q4;Mùa khô;20220;72961;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;1494023146.0;1;199;15628940014.0;78537387;33;42799130622;CUST_0028;Bán lẻ;Đại lý VLXD Hải - Bình Dương;Tiêu chuẩn;Trung bình;Trung bình;Thấp;559;1;1;0;0.103145566;0.653850115;0.346149885;65
762;1;GL;AZ080;0.4;G550;;4370;1386;0;2;3.148414986;;1200;2025-12-31;88362274;Quận Tân Phú;TP. Hồ Chí Minh;2025;12;31;Thứ 4;False;5;2025Q4;Mùa khô;20220;73635;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;1494023146.0;0;199;15628940014.0;78537387;33;42799130622;CUST_0078;Bán lẻ;Đại lý VLXD Đạt - Gia Lai;Phổ thông;Trung bình;Thấp;Trung bình;419;1;0;0;0.104098412;0.821253673;0.178746327;75
763;1;GL;AZ080;0.4;G550;;4340;1374;0;2;3.154069767;;1200;2025-12-31;87755668;Quận Tân Phú;TP. Hồ Chí Minh;2025;12;31;Thứ 4;False;5;2025Q4;Mùa khô;20220;73130;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;1494023146.0;0;199;15628940014.0;78537387;33;42799130622;CUST_0095;Bán sỉ;Công ty VLXD Long - Tỉnh Khánh Hòa;Tiêu chuẩn;Cao;Trung bình;Trung bình;419;0;1;0;0.103383778;0.658208771;0.341791229;75
764;1;GL;AZ080;0.4;G550;;4420;1402;0;2;3.148148148;;1200;2025-12-31;89373284;Quận Tân Phú;TP. Hồ Chí Minh;2025;12;31;Thứ 4;False;5;2025Q4;Mùa khô;20220;74478;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;1494023146.0;0;199;15628940014.0;78537387;33;42799130622;CUST_0052;Bán sỉ;Công ty VLXD Hùng - Gia Lai;Cao cấp;Cao;Cao;Trung bình;283;0;0;1;0.10528947;0.619394763;0.380605237;85
765;1;GL;AZ080;0.4;G550;;4490;1430;0;2;3.13547486;;1200;2025-12-31;90788698;Quận Tân Phú;TP. Hồ Chí Minh;2025;12;31;Thứ 4;False;5;2025Q4;Mùa khô;20220;75657;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;1494023146.0;0;199;15628940014.0;78537387;33;42799130622;CUST_0083;Bán lẻ;Đại lý VLXD Tú - Vĩnh Long;Tiêu chuẩn;Cao;Trung bình;Trung bình;240;0;0;0;0.10695695;0.645863419;0.354136581;90
766;1;GL;AZ080;0.45;G550;;4110;1114;0;2;3.682795699;;1200;2025-12-31;80840001;Quận Tân Phú;TP. Hồ Chí Minh;2025;12;31;Thứ 4;False;5;2025Q4;Mùa khô;19669;67367;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;1494023146.0;0;199;15628940014.0;78537387;33;42799130622;CUST_0111;Bán lẻ;Đại lý VLXD Thịnh - Đồng Nai;Tiêu chuẩn;Thấp;Trung bình;Trung bình;471;0;0;0;0.095236523;0.610926795;0.389073205;90
767;1;GL;AZ080;0.45;G550;;4090;1106;0;2;3.69133574;;1200;2025-12-31;80446619;Quận Tân Phú;TP. Hồ Chí Minh;2025;12;31;Thứ 4;False;5;2025Q4;Mùa khô;19669;67039;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;1494023146.0;0;199;15628940014.0;78537387;33;42799130622;CUST_0016;Bán lẻ;Đại lý VLXD Khánh - Phú Yên;Tiêu chuẩn;Cao;Trung bình;Cao;149;0;0;0;0.094773085;0.739895954;0.260104046;75
768;1;GL;AZ080;0.5;G550;;4200;1006;0;2;4.166666667;;1200;2025-12-31;80295600;Quận Tân Phú;TP. Hồ Chí Minh;2025;12;31;Thứ 4;False;5;2025Q4;Mùa khô;19118;66913;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;1494023146.0;0;199;15628940014.0;78537387;33;42799130622;CUST_0117;Bán sỉ;Công ty VLXD Long - Bình Thuận;Tiêu chuẩn;Thấp;Trung bình;Thấp;484;1;1;0;0.094595172;0.659182669;0.340817331;65
769;1;GL;AZ080;0.5;G550;;4200;1002;0;2;4.183266932;;1200;2025-12-31;80295600;Quận Tân Phú;TP. Hồ Chí Minh;2025;12;31;Thứ 4;False;5;2025Q4;Mùa khô;19118;66913;Trung bình;Cao;Tôn Kẽm;Trung bình;KHÔNGMÀU;Tôn Kẽm_Trung bình_G550_KHÔNGMÀU;1494023146.0;0;199;15628940014.0;78537387;33;42799130622;CUST_0069;Bán lẻ;Đại lý VLXD Khánh - Bình Dương;Phổ thông;Trung bình;Thấp;Thấp;596;0;0;0;0.094595172;0.818903886;0.181096114;85
